1204,"Entity-Origin(e1,e2)","The diaspora 's <e1> identity </e1> is rooted in an ancient <e2> heritage </e2> , a rich language and literature and a vibrant culture .",
1205,"Product-Producer(e2,e1)","Subsidiary sales companies were also located in Canada , Germany , and Italy , and two <e1> factories </e1> were producing <e2> products </e2> in England .", (a) is satisfied
1206,"Product-Producer(e2,e1)",The <e1> scientist </e1> synthesizes a <e2> copy </e2> of the magical red ball by using a few fragments that were left on the grandfather 's hand ., (a) is satisfied
1207,"Component-Whole(e2,e1)",This documentary graphic <e1> novel </e1> brings together starkly beautiful black and white <e2> photographs </e2> taken by Lefevre .,
1208,"Entity-Origin(e1,e2)",His <e1> perspective </e1> was gained from a <e2> knowledge </e2> of history and theology .,
1209,"Content-Container(e1,e2)",The <e1> drugs </e1> were in a <e2> box </e2> .,
1210,"Content-Container(e1,e2)",He sent his love a <e1> letter </e1> with <e2> confetti hearts </e2> inside of the letter so they pour out everywhere when his sweetheart opens it .,
1211,Other,He followed a specific procedure for obtaining the <e1> engineer </e1> 's <e2> permit </e2> in Quebec and met certain requirements to receive an engineer 's permit .," This would be a permit that allows the engineer to do his/her work, probably produced by some bureaucrat. See for example http://www.oiq.qc.ca/practice/permits/eng-permit.html"
1212,Other,The <e1> party </e1> starts in an <e2> hour </e2> .,
1213,"Message-Topic(e1,e2)",Fact Magazine was an American <e1> publication </e1> that commented on <e2> controversial topics </e2> ., controversial could be left out of e2.
1214,"Instrument-Agency(e2,e1)",This is how a <e1> politician </e1> uses <e2> tourism </e2> as an instrument for power .,
1215,"Component-Whole(e1,e2)","In the <e1> hold </e1> of the American <e2> ship </e2> , I was feeling very queasy .",
1216,"Entity-Destination(e1,e2)",The <e1> meeting </e1> was postponed to a <e2> later date </e2> .,
1217,"Content-Container(e2,e1)",The <e1> envelope </e1> contained a <e2> DVD </e2> of her mother ., prototypical example
1218,"Entity-Origin(e1,e2)",Nearly all sensory <e1> information </e1> ( except the sense of smell ) arrives here from the primary sensory <e2> neurons </e2> before being sent to the cortex .,
1219,"Component-Whole(e2,e1)",Almost all of today 's <e1> automobiles </e1> have painted plastic <e2> bumpers </e2> because they are easily damaged during parking maneuvers .,
1220,"Cause-Effect(e1,e2)","The resulting <e1> conflict </e1> caused the <e2> destruction </e2> of the town , and The Conqueror , Wisecrack , Jackdaw and most of the citizens of the town were transported to a demon-dimension .",
1221,Other,They discovered a good bit of published literature about <e1> modification </e1> of yeast with resveratrol-related <e2> genes </e2> ., Purpose-Tool
1222,"Cause-Effect(e1,e2)","As the right front wheel of Senna 's car hit the wall , the violent <e1> impact </e1> caused a <e2> torsion </e2> on the steering column , causing it to break .",
1223,"Component-Whole(e2,e1)",Magnetic <e1> field </e1> is made of <e2> photons </e2> .,
1224,Other,The above exceptions fully resolved the evaluation of a <e1> photograph </e1> by a <e2> court </e2> as a result of the claim .,
1225,"Component-Whole(e2,e1)","A few bare-bodied young lads were standing on the rod of the <e1> tram </e1> 's <e2> wheel </e2> , hanging on to the windows with one hand .",
1226,"Message-Topic(e1,e2)",There are <e1> allegations </e1> that the <e2> massacre </e2> was organized ., The allegations are about the massacre.
1227,Other,Scientists have successfully tested a <e1> system </e1> that translates brain waves into <e2> speech </e2> ., speech is not a concrete object
1228,"Member-Collection(e2,e1)","The entire <e1> colony </e1> of nesting <e2> pairs </e2> of Cassin 's auklets on California 's Farallones Islands , for example , abandoned their nests , most likely because of shortages of krill , their main food .", modality is outside
1229,Other,The <e1> company </e1> has assembled five independent food safety <e2> experts </e2> to serve on its newly formed Food Safety Advisory Council ., the company is not the producer of experts
1230,"Cause-Effect(e1,e2)",The <e1> weather </e1> resulted in several deaths and hundreds of <e2> accidents </e2> .,
1231,"Content-Container(e1,e2)",In the Western Province the <e1> starch </e1> is stored in woven palm leaf <e2> bundles </e2> ., prototypical example
1232,"Entity-Destination(e1,e2)",My new <e1> boss </e1> moved into his <e2> office </e2> yesterday .,
1233,"Entity-Origin(e2,e1)",<e1> Orange </e1> <e2> juice </e2> is a popular breakfast beverage made from the extraction ( squeezing ) of liquid from fresh oranges .,
1234,"Entity-Origin(e2,e1)","<e1> Vegetable </e1> <e2> oil </e2> as fuel is a cleaner , safer and less expensive alternative to petroleum based fuel .",
1235,"Instrument-Agency(e1,e2)",A multi-purpose electrician pliers tool is crucial for severing any gauge <e1> wire </e1> with which the <e2> electrician </e2> is working .,
1236,Other,The <e1> fun run </e1> starts at <e2> noon </e2> .,
1237,"Product-Producer(e2,e1)","Once a major center of opium poppy production in Afghanistan , the <e1> province </e1> 's production of <e2> poppy </e2> had decreased by up to 95 % in 2005 .", province is not actively involved in the production of poppy
1238,"Component-Whole(e2,e1)",The <e1> clock </e1> has one brass <e2> bar </e2> attached to a chain on each side of the pendulum .,
1239,Other,The site welcomed to the premier industrial <e1> grinding </e1> <e2> wheels </e2> resource ., Purpose-Tool
1240,"Entity-Origin(e1,e2)",A single silver <e1> coin </e1> collected from a Salvation Army red <e2> kettle </e2> near Berlin was n't just another drop in the bucket ., negation is outside
1241,"Content-Container(e1,e2)","One of the robberes opened a red bag and took all the <e1> money </e1> that was in the <e2> desk </e2> and drawers , ordered the workers to lie down on the floor and took a substantial amount of money with them .",
1242,"Entity-Destination(e1,e2)",The <e1> taxi </e1> was dropped into the <e2> river </e2> killing all passengers .,
1243,"Product-Producer(e2,e1)","In his latest book he chronicles , in great detail and with first-hand knowledge , the <e1> factory </e1> 's output of diesel and diesel electric <e2> locomotives </e2> .", (a) is satisfied
1244,"Entity-Destination(e1,e2)",A Japanese <e1> ferry </e1> ran into a <e2> whale </e2> .,
1245,"Cause-Effect(e1,e2)",Sixty five million years ago an <e1> asteroid </e1> caused the <e2> extinction </e2> of the dinosaurs .,
1246,Other,Since this afternoon the <e1> models </e1> have come into somewhat better <e2> agreement </e2> ., violates c.3
1247,"Cause-Effect(e1,e2)",Amtrak expects a normal rush hour after a fatal <e1> accident </e1> near Baltimore caused <e2> delays </e2> along the Northeast corridor .,
1248,"Cause-Effect(e1,e2)","As we saw earlier , <e1> helicobacter </e1> is responsible for causing stomach <e2> ulcer </e2> .",
1249,"Cause-Effect(e2,e1)","Over 90 % of the cases of <e1> ringworm </e1> of the scalp are caused by Trichophyton tonsurans , a <e2> fungus </e2> that infects the hairs and causes them to break .",
1250,"Product-Producer(e2,e1)","No material was prepared for the sessions , so the three <e1> musicians </e1> improvised an album 's worth of <e2> material </e2> .", we refer to material as songs and the verb improvise means creates; negation is outside
1251,Other,"So , while naked , he stole a <e1> car </e1> with <e2> children </e2> inside , dropped one out of the window , and drove it through a fence ."," (d) is not satisfied, vehicles are not containers"
1252,"Cause-Effect(e2,e1)",Many <e1> shoulder problems </e1> are caused by the <e2> breakdown </e2> of soft tissues in the shoulder region .,
1253,"Member-Collection(e2,e1)","They signed him up and sent him to Dakar , to a <e1> regiment </e1> of Senegalese <e2> infantrymen </e2> that was leaving for Verdun in 1917 .",
1254,"Component-Whole(e1,e2)",Bernanke is featured on the <e1> cover </e1> of the <e2> magazine </e2> that hits stores Friday .,
1255,"Cause-Effect(e2,e1)","Tulip <e1> mania </e1> , in the 1600s , was caused by the massive <e2> influx </e2> of newly discovered Gold into Amsterdam from the new world : in particular the capture of the Spanish Treasury fleet .",
1256,"Message-Topic(e2,e1)",<e1> Myth-making </e1> is a major theme of the <e2> exhibition </e2> as witnessed in the massive seven-piece sculpture .,
1257,"Component-Whole(e2,e1)",The <e1> clock </e1> has a LCD <e2> display </e2> with the following fields : DayOfWeek Date X Time ( offset to utc ) .,
1258,"Instrument-Agency(e1,e2)",The key matches the private <e1> key </e1> that the <e2> sender </e2> used to encrypt it .,
1259,"Component-Whole(e2,e1)",A polarized <e1> plug </e1> has two <e2> blades </e2> with one wider than the other .,
1260,"Product-Producer(e1,e2)","So , just to be clear , Sir Gawain and the Green Knight , as we have come to call it , is an untitled <e1> poem </e1> written by an unknown <e2> author </e2> in about 1400 .", (a) is satisfied
1261,"Cause-Effect(e2,e1)","Currently , there is no known cure for asbestos cancer but several mesothelioma treatment regimens have proven to be successful in helping the patient avoid <e1> pain </e1> and discomfort caused by the <e2> disease </e2> .",
1262,"Content-Container(e1,e2)","When I came , the second <e1> group </e1> of popcorn kernels was stored in the <e2> refrigerator </e2> , and the third group was stored in the freezer .", no movement
1263,Other,<e1> Percentages </e1> denote the interest <e2> rate </e2> .,
1264,"Entity-Destination(e1,e2)",He easily put the <e1> syringe </e1> in a <e2> beaker </e2> of water .,
1265,"Entity-Destination(e1,e2)",Amazon put <e1> ads </e1> into Kindle <e2> books </e2> .,
1266,"Member-Collection(e2,e1)","In autumn , a <e1> gaggle </e1> of tagged Canada <e2> geese </e2> takes over the waterfront lawn and wild ducks land on the lake .",
1267,Other,The <e1> president </e1> increased the fleet by the <e2> construction </e2> of one high-class cruiser ., Here e2 is more of a single event than a method
1268,"Member-Collection(e2,e1)","In preparing this study , the Pew Forum devised a <e1> battery </e1> of <e2> measures </e2> , phrased as questions , to gauge the levels of government and social restrictions on religion in each country .",
1269,"Component-Whole(e1,e2)","Every couple of seconds , the flame flares up , and sometimes a small fireball detaches itself , float to the <e1> ceiling </e1> of the <e2> oven </e2> .",
1270,"Member-Collection(e2,e1)",This film was taken by B-17 flight personnel during World War Two as the two German saucers attacked a <e1> squadron </e1> of <e2> bombers </e2> .,
1271,"Member-Collection(e1,e2)",Each <e1> wolf </e1> in his <e2> pack </e2> plays a character befitting his social status .,
1272,"Instrument-Agency(e2,e1)",The <e1> players </e1> flew to Lexington on a <e2> plane </e2> separate from the team .,
1273,"Cause-Effect(e2,e1)",The patient experiences displaced emotional and financial <e1> deprivation </e1> as well as anger after the <e2> divorce </e2> .,
1274,Other,Now we are beginning to understand how the <e1> brain </e1> works using brain-machine interface <e2> technology </e2> ., The brain is the target object of the study that uses technology.
1275,Other,Regulations limit the use of RFID <e1> technology </e1> for human <e2> tracking </e2> ., Purpose-Tool
1276,Other,I was a little worried about making an <e1> ascent </e1> of the crux with a <e2> backpack </e2> .,
1277,"Message-Topic(e2,e1)",Kidd passed Jackson on the career <e1> assists </e1> <e2> list </e2> with an alley-oop pass to Rodrigue Beaubois with 10:53 left in the third quarter ., the Topic of the list is the assists
1278,"Content-Container(e1,e2)",The <e1> body </e1> of a missing Fort Benning soldier was discovered inside a piece of air conditioning <e2> equipment </e2> Friday at a downtown hotel .,
1279,"Entity-Origin(e1,e2)",The <e1> rest </e1> was funded from her small family <e2> savings </e2> .,
1280,"Component-Whole(e1,e2)","The end of the <e1> rod </e1> of the mute 's <e2> spindle </e2> ( outside the bassoon ) is bent through an angle of 90 degrees , where the communicator-gearing leads up to it .",
1281,Other,<e1> Implementation </e1> of this proposal is being discussed at the state <e2> level </e2> .,
1282,"Component-Whole(e1,e2)","When approaching the Observatory , they unlock the <e1> padlock </e1> on the <e2> gate </e2> of the security fence , and entered the Observatory grounds and relock the gate .",
1283,Other,This is based on the notion that a human is basically a <e1> purpose </e1> driven <e2> animal </e2> ., Purpose is a property.
1284,"Instrument-Agency(e1,e2)",This orange marigold was the <e1> flower </e1> that <e2> people </e2> used to remember their dead by .,
1285,"Entity-Destination(e1,e2)","He stuffed the <e1> letter </e1> into an empty lemonade <e2> bottle </e2> , corked it , tossed it overboard , and forgot .",
1286,"Member-Collection(e2,e1)",A <e1> huddle </e1> of <e2> photographers </e2> was waiting outside the courtroom .,
1287,"Component-Whole(e1,e2)","In addition , the CPU <e1> bus </e1> of the non-safety <e2> controller </e2> is connected to each safety unit of the safety controller .",
1288,"Product-Producer(e2,e1)","<e1> Students </e1> and local residents have worked together to produce 10000 <e2> bricks </e2> , and the mason has completed most of the work on the first guest house .", (a) is satisfied
1289,"Message-Topic(e1,e2)",This is supplemented by <e1> columns </e1> and articles reflecting on fantasy literature 's <e2> past </e2> as well as the occasional interview .,
1290,"Content-Container(e1,e2)",The <e1> charger </e1> was in a <e2> suitcase </e2> that was lost by the airline ., prototypical example
1291,"Entity-Destination(e1,e2)",We have dumped the <e1> spam </e1> into the <e2> junk folder </e2> .,
1292,"Instrument-Agency(e2,e1)",The <e1> violinist </e1> produces sound by drawing a <e2> bow </e2> across one or more strings ( which may be stopped by the fingers of the other hand ) .,
1293,"Cause-Effect(e1,e2)",<e1> Smoke </e1> is one of the leading causes of <e2> kidney failures </e2> .,
1294,"Content-Container(e1,e2)",All of the <e1> data </e1> is stored in a Microsoft Access <e2> database </e2> ., prototypical example; no movement
1295,"Entity-Destination(e1,e2)",These companies have delivered new <e1> products </e1> or service to their <e2> clients </e2> .,
1296,"Cause-Effect(e1,e2)",<e1> Germs </e1> are microscopic organisms that cause sickness or <e2> disease </e2> .,
1297,"Message-Topic(e1,e2)",The current <e1> debate </e1> swirling around Leather 's <e2> comments </e2> seems to suggest both .,
1298,Other,I have just bought a <e1> silver </e1> <e2> necklace </e2> from a lady who makes her own jewellery with the fingerprints of my children on it .,
1299,"Product-Producer(e1,e2)",These breakdown products are not only losses of sucrose but also have knock-on effects reducing the final output of processed <e1> sugar </e1> from the <e2> factory </e2> ., (a) is satisfied
1300,"Content-Container(e1,e2)","The <e1> flour </e1> was in a <e2> bin </e2> about six feet square , by four feet high , and only a small round hole at the top .", prototypical example
1301,Other,"The Earth 's thin , rocky <e1> crust </e1> is composed of <e2> silicon </e2> , aluminum , calcium , sodium and potassium .", Material
1302,"Entity-Destination(e1,e2)",The <e1> sows </e1> were moved into isolated farrowing <e2> houses </e2> at least 5 days before farrowing .,
1303,"Instrument-Agency(e2,e1)","MFX colours are implemented at the design stage , where the <e1> designer </e1> creates artwork using the MetalFX colour <e2> palettes </e2> and actions .",
1304,"Component-Whole(e1,e2)",The horizontal <e1> branch </e1> is a part of the Hertzsprung -Russell ( H-R ) <e2> diagram </e2> that represents stars that burn helium in thier cores .,
1305,"Cause-Effect(e2,e1)","Yellow <e1> fever </e1> is caused by infection with yellow fever <e2> virus </e2> , which is transmitted by the bite of infected mosquitoes .",
1306,"Message-Topic(e1,e2)",The painting was one of the first used as a poster in an <e1> advertising campaign </e1> for <e2> soap powder </e2> .,
1307,Other,"While making <e1> observations </e1> of the microfossil through the binocular <e2> microscope </e2> or on a computer monitor , the investigator needed to manually move the specimen .", Purpose-Tool
1308,"Product-Producer(e1,e2)","Cuba is already a customer and now the state development bank , BNDES , plans to finance the export of ethanol knowhow to Africa , where the hopes of countries such as Ghana are pinned on the <e1> jatropha </e1> <e2> plant </e2> .", (a) is satisfied
1309,"Component-Whole(e2,e1)","The nuclear hormone receptor <e1> superfamily </e1> consists of structurally related , ligand-dependent transcription <e2> factors </e2> and a large number of orphan receptors for which the ligand has not yet been identified .", In this context it is specified that the components (factors) have a structure and a functional relation to the whole.
1310,"Member-Collection(e2,e1)","When a <e1> watch </e1> of <e2> nightingales </e2> is at the height of breeding season , the males serenade their prospective brides with one of the most glorious and celebrated bird songs there is .",
1311,"Entity-Destination(e1,e2)",Pet owners have released <e1> pythons </e1> into the <e2> wild </e2> when they had grown too large for the owners to care for them .,
1312,Other,Biddle has done a thorough job of cutting through the <e1> thicket </e1> of <e2> contradictions </e2> and fantasies that surround the strategic bombing debate from 1914 to 1945 .," A thicket is a pattern, not a set."
1313,"Entity-Destination(e1,e2)",Three <e1> houses </e1> are handed over to <e2> beneficiaries </e2> .,
1314,"Entity-Origin(e1,e2)",The <e1> term </e1> Baroque was derived from a Portuguese <e2> word </e2> meaning `` a pearl of irregular shape '' .,
1315,"Product-Producer(e2,e1)",The former prime minister 's <e1> daughter </e1> made numerous offensive <e2> comments </e2> about a French mixed-race tennis player ., (a) is satisfied
1316,"Member-Collection(e2,e1)","A freight train on the Chicago and Alton Railroad , while approaching this city yesterday morning , dashed into a <e1> drove </e1> of <e2> cattle </e2> , killing three of them .", I assume that cattle is plural of cow.
1317,"Component-Whole(e2,e1)",This Italian <e1> dish </e1> is made with gelatinous veal <e2> shanks </e2> that are braised with fresh vegetables and rich stock .,
1318,"Member-Collection(e2,e1)",Pink Kodiak is coming in like a <e1> rake </e1> of <e2> colts </e2> ., A collective name.
1319,"Member-Collection(e2,e1)","On 29 August 1914 , C Squadron of the 12th Lancers made a successful charge against a dismounted <e1> squadron </e1> of Prussian <e2> dragoons </e2> .",
1320,"Message-Topic(e1,e2)",This <e1> manuscript </e1> describes two specific <e2> features </e2> that we have found to be effective in generating high quality models .,
1321,"Entity-Destination(e1,e2)",He put the <e1> card </e1> into his <e2> mobile phone </e2> .,
1322,"Entity-Destination(e1,e2)","Joseph Herrin , a dear brother in the Lord , has added <e1> insight </e1> into the <e2> message </e2> .",
1323,"Message-Topic(e1,e2)",Purely textual <e1> posters </e1> advertised the <e2> plays </e2> of Shakespeare and made citizens aware of government proclamations for centuries .,
1324,"Product-Producer(e1,e2)","The conceptual <e1> foundation </e1> for creation of the Internet was largely created by three <e2> individuals </e2> and a research conference , each of which changed the way we thought about technology by accurately predicting its future .", The conceptual foundation is a creative work.
1325,"Entity-Destination(e1,e2)","Following the convention 's sports theme , we placed a fun <e1> invitation </e1> with an AstroTurf look inside a branded water <e2> bottle </e2> .",
1326,"Member-Collection(e2,e1)",A <e1> dissimulation </e1> of small <e2> birds </e2> arrived near our place last week and took over our tree outside .,
1327,"Cause-Effect(e2,e1)","Even though his 16-month old suffered from severe <e1> burns </e1> on her body caused by <e2> boiling water </e2> spilled on her , father refuses to allow ambulance to take his daughter to Hadassah because 'rabbi advised otherwise ' .",
1328,Other,This study presents a comprehensive methodology for calculating the cost to <e1> society </e1> of various criminal <e2> acts </e2> .,
1329,"Entity-Destination(e1,e2)",The launcher released a <e1> satellite </e1> into geosynchronous transfer <e2> orbit </e2> at 23.31 GMT .,
1330,"Component-Whole(e1,e2)","In Western Australia , the <e1> helve </e1> of the <e2> hatchet </e2> is pointed and the natives , after making the notch , stick the tool in the bark and lift themselves up with it .",
1331,"Member-Collection(e2,e1)",A <e1> wisp </e1> of <e2> snipes </e2> utter their well known cry and scud over the heath ; one of these is secured .,
1332,Other,The fad started when a certain <e1> brand </e1> of socks manufactured by an American <e2> company </e2> became popular among Japanese schoolgirls ., brand is not a tangible object
1333,"Message-Topic(e1,e2)",In a taped <e1> interview </e1> she recounted two <e2> occasions </e2> on which she had lent money .,
1334,"Entity-Destination(e1,e2)",An unnamed <e1> lifeguard </e1> was pushed into the <e2> pool </e2> .,
1335,"Product-Producer(e2,e1)","When we were in junior high school , my <e1> friend </e1> made a <e2> map </e2> of the school lunch tables according to popularity .", the map is a product of the friend
1336,Other,"After 5 minutes or so , the <e1> problem </e1> went away from an operational <e2> perspective </e2> .",
1337,Other,"Frazerian theory of <e1> corn </e1> <e2> spirits </e2> and fertility and have thus needed to enquire no further , so their distribution and function remains unclear .",
1338,Other,The <e1> author </e1> cites the <e2> case </e2> of an American citizen during the general war .," the author is the communicator, not the message."
1339,"Component-Whole(e1,e2)",The <e1> cover </e1> of the <e2> magazine </e2> featured the famous image of Einstein taken in 1947 by American portrait photographer Philippe Halsman .,
1340,"Component-Whole(e2,e1)",Two other structures in the depth of the <e1> midbrain </e1> that are important for normal motor function are the red <e2> nucleus </e2> ( not visible ) and the substantia nigra .,
1341,"Entity-Destination(e1,e2)","On 8 February 1992 , Ulysses reached Jupiter for the gravity-assist manoeuvre that placed the <e1> spacecraft </e1> in a polar <e2> orbit </e2> .",
1342,"Component-Whole(e1,e2)","A tealight , or nightlight , is a <e1> candle </e1> used in tea or food <e2> warmers </e2> or ( because they last for many hours ) as a night light .",
1343,"Instrument-Agency(e2,e1)",The <e1> painter </e1> continues adding <e2> paint </e2> on top of still wet paint rather than waiting a lengthy amount of time to allow each layer of paint to dry .,
1344,"Member-Collection(e2,e1)","The new <e1> bratpack </e1> of <e2> boys </e2> , be it Ranbir or Imran or Shahid or Neil , are way too 'Chikna ' to be taken seriously as action heroes and the slightly senior Abhishek Bachchan , John Abraham and Hrithik Roshan are content playing roles that require sophistication .", modality is outside
1345,"Content-Container(e1,e2)",The <e1> bomb </e1> weighing 6kg was inside a <e2> box </e2> fitted with an electronic detonator ., prototypical example
1346,"Member-Collection(e1,e2)",The <e1> Mother Superior </e1> is a member of the <e2> corporation </e2> .,
1347,Other,"The army of Israel was utterly defeated and its camp ransacked , which terribly augmented the horrors and disasters of the <e1> rout </e1> of Saul 's <e2> army </e2> ."," Here e1 is a subset of e2, not an individual item."
1348,"Component-Whole(e1,e2)",The feed wire connecting the two <e1> blades </e1> of the <e2> antenna </e2> has a length of 4 mm and a radius of 0.01 mm .,
1349,"Instrument-Agency(e1,e2)","On the other hand , sentry <e1> tools </e1> are used by <e2> sentries </e2> in order to defend against spies .",
1350,"Entity-Origin(e1,e2)","The <e1> sword </e1> was taken from his small <e2> hands </e2> , and placed back in its place on the wall .",
1351,"Cause-Effect(e1,e2)","Atopic <e1> dermatitis </e1> , the most common type of eczema , causes <e2> itchiness </e2> that 's worse in the colder months .",
1352,"Instrument-Agency(e2,e1)",A <e1> woman </e1> applies the <e2> patch </e2> to the skin of her abdomen or buttock for three and a half weeks .,
1353,"Entity-Destination(e1,e2)",The student took the <e1> note </e1> to the <e2> class room </e2> .,
1354,"Message-Topic(e2,e1)","As a little boy , he learned about <e1> politics </e1> from the <e2> parodies </e2> done on Saturday Night Live .",
1355,"Entity-Destination(e1,e2)",The <e1> actress </e1> willingly moved into a rehabilitation <e2> center </e2> in California .,
1356,"Component-Whole(e1,e2)",The priority of hoisting locations depends on the <e1> rig </e1> of the <e2> vessel </e2> .,
1357,"Content-Container(e2,e1)",I kept a spray <e1> bottle </e1> with <e2> vinegar </e2> in it .," prototypical example, the vinegar is in the bottle."
1358,"Content-Container(e1,e2)",The <e1> frame </e1> encloses a rectangular <e2> picture </e2> that has the same area as the frame itself .,
1359,Other,My eyes have seen the defeat of my adversaries ; my ears have heard the <e1> rout </e1> of my wicked <e2> foes </e2> .," The pattern is at fault -- ""rout"" is not the name of a grouping."
1360,"Component-Whole(e1,e2)",The <e1> lid </e1> of the anthropoid <e2> coffin </e2> of Khonstefnakht dates from the 4th century BC .,
1361,"Component-Whole(e2,e1)","On the studio version , the <e1> song </e1> breaks wide open after the second <e2> chorus </e2> with a string section as Ryan rips up the harmonica .",
1362,"Product-Producer(e2,e1)",<e1> Dolphins </e1> created <e2> tools </e2> to use for entertainment ., dolphins are actively involved in the production of tools
1363,"Entity-Origin(e1,e2)",This system proved to be effective during the earthquake ; only one large <e1> painting </e1> fell from an interior <e2> wall </e2> which apparently took an unusually strong jolt .,
1364,"Cause-Effect(e2,e1)",Botulism is a rare but serious paralytic <e1> illness </e1> caused by a nerve <e2> toxin </e2> that is produced by the bacterium Clostridium botulinum .,
1365,"Component-Whole(e2,e1)",My <e1> dog </e1> has a little red ball on his <e2> snout </e2> .,
1366,"Instrument-Agency(e2,e1)",<e1> Employees </e1> increasingly are turning to <e2> medication </e2> - and away from therapy - to treat depression .,
1367,"Member-Collection(e2,e1)",Down the winding path which curved among the rocks the little <e1> train </e1> of baggage <e2> camels </e2> was daintily picking its way ., A collective name.
1368,"Entity-Destination(e1,e2)",He packed the <e1> sandwiches </e1> into a <e2> knapsack </e2> .,
1369,"Message-Topic(e2,e1)",The <e1> frustration </e1> during this period was reflected in <e2> comments </e2> published in The Youngstown Daily Vindicator .,
1370,"Component-Whole(e1,e2)",Koak et al 14 reported a case of such transformation in an enchondroma of the distal <e1> phalanx </e1> of a <e2> toe </e2> ., Another sense of the word 'phalanx'.
1371,"Member-Collection(e2,e1)","Some are just strange such as parliament of owls , a <e1> knob </e1> of <e2> pochards </e2> , a cohort of zebras .",
1372,"Cause-Effect(e2,e1)","The <e1> benefits </e1> from <e2> inflation </e2> which Professor Mulligan cites ( e.g. , bailing out underwater mortgagers ) are better understood as a government sponsored transfer of wealth from savers to speculators .",
1373,"Member-Collection(e2,e1)","In the Lower Mainland , 2003 saw the usual <e1> raft </e1> of architectural <e2> turkeys </e2> , with our highest density of under-achieving , view-gobbling buildings in the flock of new condo towers under construction in Downtown South .", Metaphorical but OK.
1374,"Entity-Origin(e1,e2)",Get on board before the <e1> train </e1> leaves the <e2> station </e2> .,
1375,"Cause-Effect(e2,e1)","The <e1> concerto </e1> comes from the <e2> pop </e2> of gas bubbles escaping the joints , snapping tendons and ligaments , and rickety arthritic joints .",
1376,"Entity-Origin(e1,e2)",The <e1> wastes </e1> leaked from these <e2> tanks </e2> have been in contact with surrounding soils and vadose sediments for decades and have undergone significant geochemical and radiological transformations .,
1377,"Entity-Destination(e1,e2)",I sent the <e1> payment </e1> to the registered <e2> email address </e2> in sandbox .,
1378,"Entity-Origin(e1,e2)",The <e1> bus </e1> departed from Panaji bus <e2> stand </e2> at six a.m. and reached Mangalore the same day at four in the evening .,
1379,"Message-Topic(e1,e2)",The first <e1> part </e1> teaches the <e2> alphabet </e2> along with a fruit or vegetable .,
1380,"Member-Collection(e2,e1)","The most famous <e1> unkindness </e1> of six <e2> ravens </e2> at the Tower of London are employees , kept on staff at the expense of the British government .", A collective name.
1381,"Component-Whole(e2,e1)",The <e1> course </e1> scaled the mountain via a very muddy <e2> run-up </e2> ., The run-up is the part of the course that leads up the mountain.
1382,Other,Another misconception I see often is a fuzzy idea of the difference between the copy constructor and the <e1> assignment </e1> <e2> operator </e2> .,
1383,"Member-Collection(e2,e1)","A <e1> regiment </e1> of Swiss <e2> pikemen </e2> recaptured some of their former glory during the Battle of Dreux in 1562 , when they singlehandedly defended the city of Dreux long enough for the Catholic army to send in reinforcements .",
1384,"Entity-Origin(e1,e2)",The <e1> gunmen </e1> ran away from the <e2> scene </e2> .,
1385,"Component-Whole(e1,e2)",The <e1> barbels </e1> of the exposed <e2> catfish </e2> curled within 2 hours in heptachlor .,
1386,"Component-Whole(e1,e2)","Optic <e1> lobes </e1> of the <e2> brain </e2> are connected to the eyes by the optic nerve , Cranial Nerve 1 .",
1387,"Product-Producer(e2,e1)","Under this completed contract , <e1> workgangs </e1> made up almost entirely of Mormons built the Union Pacific <e2> track </e2> in the Utah territory .", (a) is satisfied
1388,"Entity-Origin(e1,e2)","The <e1> letter </e1> was sent from the <e2> deathbed </e2> of the former KGB spy , Alexander Litvinenko , who died this Saturday after being poisoned with radioactive poison earlier in the month .",
1389,"Cause-Effect(e1,e2)",A urinary tract <e1> infection </e1> ( UTI ) is the most common cause of bladder <e2> irritation </e2> .,
1390,"Entity-Destination(e1,e2)",The Nhibitor <e1> protein </e1> is transported into the <e2> mitochondria </e2> .,
1391,"Cause-Effect(e1,e2)","The <e1> protest </e1> resulted in hours of traffic <e2> jams </e2> on Guangzhou 's major roads , such as Guangyuanxi Lu , Huangshidong Lu and Dongfeng Lu .",
1392,"Content-Container(e1,e2)",The <e1> marijuana </e1> in the bed was in a <e2> suitcase </e2> ., prototypical example
1393,"Entity-Destination(e1,e2)",The user has entered his <e1> password </e1> into an authorized <e2> system </e2> .,
1394,"Cause-Effect(e2,e1)",Evacuees with disabilities had a difficult time conveying the <e1> trauma </e1> caused by the unexpected <e2> arrival </e2> of uniformed officers who ordered them out of their homes and sometimes forcibly removed them .,
1395,"Content-Container(e1,e2)","To the left is drinking <e1> equipment </e1> , sitting in a wooden <e2> box </e2> .", the drinking equipment is contained in the box
1396,"Component-Whole(e2,e1)","The <e1> genome </e1> comprises 4411529 base pairs , contains around 4000 <e2> genes </e2> , and has a very high guanine + cytosine content .",
1397,Other,The <e1> discharge </e1> started from the burst pulse <e2> corona </e2> .,
1398,"Cause-Effect(e1,e2)",Highly viscous <e1> lavas </e1> lead to a violent <e2> eruption </e2> .,
1399,"Member-Collection(e2,e1)","The Clippers , in contrast , are a <e1> prickle </e1> of <e2> hedgehogs </e2> without a common goal .",
1400,"Entity-Destination(e1,e2)","Accidentally , <e1> acid </e1> was dropped into the <e2> pool </e2> .",
